,company_name,bse_code,Industry,Sector
1948,Som Distilleries,507514,Beverages,Breweries & Distilleries
1949,Soma Papers,516038,"Paper, Forest & Jute Products",Paper & Paper Products
1950,Soma Textiles,521034,Textiles & Apparels,Other Textile Products
1951,Somany Ceramics,531548,Consumer Durables,Ceramics
1952,Sona BLW Precis.,543300,Auto Components,Auto Components & Equipments
1953,Sonata Software,532221,IT - Software,Computers - Software & Consulting
1954,South Ind.Bank,532218,Banks,Private Sector Bank
1955,South West Pinn.,543986,Commercial Services & Supplies,Diversified Commercial Services
1956,Spacenet Enterpr,,Commercial Services & Supplies,Trading & Distributors
1957,Spandana Sphoort,542759,Finance,Microfinance Institutions
1958,SPARC,532872,Pharmaceuticals & Biotechnology,Pharmaceuticals
1959,Speciality Rest.,534425,Leisure Services,Restaurants
1960,Spectrum Electr.,544386,Industrial Manufacturing,Industrial Products
1961,Spel Semiconduct,517166,Electrical Equipment,Other Electrical Equipment
1962,Spencer's Retail,542337,Retailing,Diversified Retail
1963,Spice LoungeFood,539895,Leisure Services,Restaurants
1964,SpiceJet,500285,Transport Services,Airline
1965,SPML Infra,500402,Construction,Civil Construction
1966,Sportking India,539221,Textiles & Apparels,Other Textile Products
1967,Spunweb Nonwoven,,Textiles & Apparels,Other Textile Products
1968,Sr.Rayala.Hypo,532842,Chemicals & Petrochemicals,Commodity Chemicals
1969,Sreeleathers,535601,Consumer Durables,Footwear
1970,SRF,503806,Chemicals & Petrochemicals,Commodity Chemicals
1971,SRG Housing,534680,Finance,Housing Finance Company
1972,Sri Adhik. Bros.,530943,Entertainment,TV Broadcasting & Software Production
1973,Sri Lotus,544469,Realty,"Residential, Commercial Projects"
1974,SRM Contractors,544158,Construction,Civil Construction
1975,Stallion India,544342,Chemicals & Petrochemicals,Industrial Gases
1976,Standard Engineering Technology,544333,Industrial Manufacturing,Industrial Products
1977,Stanley Lifesty.,544202,Consumer Durables,"Furniture, Home Furnishing"
1978,Star Cement,540575,Cement & Cement Products,Cement & Cement Products
1979,Star Health Insu,543412,Insurance,General Insurance
1980,Starlineps Enter,540492,Metals & Minerals Trading,Trading - Minerals
1981,Starteck Fin.,512381,Finance,Non Banking Financial Company (NBFC)
1982,Steel Exchange,534748,Industrial Products,Iron & Steel Products
1983,Steel Str. Wheel,513262,Auto Components,Auto Components & Equipments
1984,Steelcast,513517,Industrial Products,Castings & Forgings
1985,STEL Holdings,533316,Finance,Investment Company
1986,Stellant Secu.,526071,Finance,Other Financial Services
1987,Sterling & Wils.,542760,Construction,Civil Construction
1988,Sterling Tools,530759,Auto Components,Auto Components & Equipments
1989,Sterlite Tech.,532374,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
1990,STL Networks,544395,Telecom - Services,Other Telecom Services
1991,Stove Kraft,543260,Consumer Durables,Household Appliances
1992,Stovec Inds.,504959,Industrial Manufacturing,Industrial Products
1993,Strides Pharma,532531,Pharmaceuticals & Biotechnology,Pharmaceuticals
1994,String Metaverse,534535,IT - Services,IT Enabled Services
1995,Studds Accessor.,544599,Auto Components,Auto Components & Equipments
1996,Stylam Industrie,526951,Consumer Durables,Plywood Boards/ Laminates
1997,Styrenix Perfor.,506222,Chemicals & Petrochemicals,Specialty Chemicals
1998,Suba Hotels,,Leisure Services,Hotels & Resorts
1999,Subam Papers,544267,Industrial Products,Packaging
2000,Subex,532348,IT - Software,Software Products
2001,Subros,517168,Industrial Products,Other Industrial Products
2002,Sudarshan Chem.,506655,Chemicals & Petrochemicals,Dyes And Pigments
2003,Sudarshan Colorants,506390,Chemicals & Petrochemicals,Dyes And Pigments
2004,Sudarshan Pharma,543828,Chemicals & Petrochemicals,Specialty Chemicals
2005,Sudeep Pharma,544619,Pharmaceuticals & Biotechnology,Pharmaceuticals
2006,Suditi Industrie,521113,Textiles & Apparels,Other Textile Products
2007,Sukhjit Starch,524542,Agricultural Food & other Products,Other Agricultural Products
2008,Sula Vineyards,543711,Beverages,Breweries & Distilleries
2009,Sumeet Industrie,514211,Textiles & Apparels,Other Textile Products
2010,Sumitomo Chemi.,542920,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
2011,Summit Securitie,533306,Finance,Investment Company
2012,Sun Pharma.Inds.,524715,Pharmaceuticals & Biotechnology,Pharmaceuticals
2013,Sun TV Network,532733,Entertainment,TV Broadcasting & Software Production
2014,Sundaram Clayton,544066,Auto Components,Auto Components & Equipments
2015,Sundaram Finance,590071,Finance,Non Banking Financial Company (NBFC)
2016,Sundram Fasten.,500403,Auto Components,Auto Components & Equipments
2017,Sundrop Brands,500215,Agricultural Food & other Products,Edible Oil
2018,Sunflag Iron,500404,Industrial Products,Iron & Steel Products
2019,Sunita Tools Ltd,544001,Industrial Manufacturing,Industrial Products
2020,Sunlite Recycli.,,Industrial Products,"Aluminium, Copper & Zinc Products"
2021,Sunrakshakk Inds,539300,Textiles & Apparels,Other Textile Products
2022,Sunrise Efficie.,543515,Commercial Services & Supplies,Trading & Distributors
2023,Sunshield Chem.,530845,Chemicals & Petrochemicals,Specialty Chemicals
2024,Sunteck Realty,512179,Realty,"Residential, Commercial Projects"
2025,Supershakti Met.,541701,Industrial Products,Iron & Steel Products
2026,Suprajit Engg.,532509,Auto Components,Auto Components & Equipments
2027,Supreme Inds.,509930,Industrial Products,Plastic Products - Industrial
2028,Supreme Petroch.,500405,Chemicals & Petrochemicals,Petrochemicals
2029,Supreme Power,,Electrical Equipment,Other Electrical Equipment
2030,Supriya Lifesci.,543434,Pharmaceuticals & Biotechnology,Pharmaceuticals
2031,Suraj,531638,Industrial Products,Iron & Steel Products
2032,Suraj Estate,544054,Realty,"Residential, Commercial Projects"
2033,Suraj Products,518075,Industrial Products,Iron & Steel Products
2034,Suraksha Diagno.,544293,Healthcare Services,Healthcare Service Provider
2035,Surana Telecom,517530,Power,Power Generation
2036,Suratwwala Busi.,543218,Realty,"Residential, Commercial Projects"
2037,Surya Roshni,500336,Industrial Products,Iron & Steel Products
2038,Suryoday Small,543279,Banks,Other Bank
2039,Sustainable Ener,,Power,Power Generation
2040,Sutlej Textiles,532782,Textiles & Apparels,Other Textile Products
2041,Suven Life Scie.,530239,Healthcare Services,"Healthcare Research, Analytics & Technology"
2042,Suyog Gurbaxani,543391,Construction,Civil Construction
2043,Suyog Telematics,537259,Telecom - Services,Telecom - Infrastructure
2044,Suzlon Energy,532667,Electrical Equipment,Heavy Electrical Equipment
2045,Swan Corp,503310,Chemicals & Petrochemicals,Petrochemicals
2046,Swan Defence,533107,Industrial Manufacturing,Ship Building & Allied Services
2047,Swaraj Engines,500407,Industrial Products,"Compressors, Pumps & Diesel Engines"
2048,Swaraj Suiting,,Textiles & Apparels,Other Textile Products
2049,Swelect Energy,532051,Electrical Equipment,Heavy Electrical Equipment
2050,Swiggy,544285,Retailing,E-Retail/ E-Commerce
2051,Swiss Military,523558,Consumer Durables,Diversified consumer products
2052,Symphony,517385,Consumer Durables,Household Appliances
2053,Syncom Formul.,524470,Pharmaceuticals & Biotechnology,Pharmaceuticals
2054,Synergy Green,541929,Industrial Products,Castings & Forgings
2055,Syngene Intl.,539268,Healthcare Services,"Healthcare Research, Analytics & Technology"
2056,Synthiko Foils,513307,Industrial Products,"Aluminium, Copper & Zinc Products"
2057,Syrma SGS Tech.,543573,Industrial Manufacturing,Industrial Products
2058,Systango Tech,,IT - Software,Computers - Software & Consulting
2059,Systematic Inds.,544541,Industrial Products,Cables - Electricals
2060,Systematix Corp.,526506,Capital Markets,Stockbroking & Allied
2061,T B Z,534369,Consumer Durables,"Gems, Jewellery And Watches"
2062,T N Merc. Bank,543596,Banks,Private Sector Bank
2063,T N Newsprint,531426,"Paper, Forest & Jute Products",Paper & Paper Products
2064,T N Petro Prod.,500777,Chemicals & Petrochemicals,Petrochemicals
2065,T R I L,532928,Electrical Equipment,Heavy Electrical Equipment
2066,T.V. Today Netw.,532515,Entertainment,TV Broadcasting & Software Production
2067,TAAL Tech,539956,Transport Services,Airline
2068,TAC Infosec,,IT - Software,Computers - Software & Consulting
2069,TajGVK Hotels,532390,Leisure Services,Hotels & Resorts
2070,Take Solutions,532890,Healthcare Services,"Healthcare Research, Analytics & Technology"
2071,Talbros Auto.,505160,Auto Components,Auto Components & Equipments
2072,Talbros Engg.,538987,Auto Components,Auto Components & Equipments
2073,Taneja Aerospace,522229,Aerospace & Defense,Aerospace & Defense
2074,Tanfac Inds.,506854,Chemicals & Petrochemicals,Commodity Chemicals
2075,Tankup Engi.,,Industrial Products,Other Industrial Products
2076,Tanla Platforms,532790,IT - Software,Software Products
2077,Tara Chand Infra,,Commercial Services & Supplies,Diversified Commercial Services
2078,TARC Ltd,543249,Realty,"Residential, Commercial Projects"
2079,Tarsons Products,543399,Healthcare Equipment & Supplies,Medical Equipment & Supplies
2080,Tasty Bite Eat.,519091,Food Products,Packaged Foods
2081,Tata Capital,544574,Finance,Non Banking Financial Company (NBFC)
2082,Tata Chemicals,500770,Chemicals & Petrochemicals,Commodity Chemicals
2083,Tata Comm,500483,Telecom - Services,Telecom - Cellular & Fixed line services
2084,Tata Consumer,500800,Agricultural Food & other Products,Tea & Coffee
2085,Tata Elxsi,500408,IT - Software,Computers - Software & Consulting
2086,Tata Inv.Corpn.,501301,Finance,Investment Company
2087,Tata Motors,544569,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles
2088,Tata Motors PVeh,500570,Automobiles,Passenger Cars & Utility Vehicles
2089,Tata Power Co.,500400,Power,Integrated Power Utilities
2090,Tata Steel,500470,Ferrous Metals,Iron & Steel
2091,Tata Technolog.,544028,IT - Services,IT Enabled Services
2092,Tata Tele. Mah.,532371,Telecom - Services,Telecom - Cellular & Fixed line services
2093,Tatva Chintan,543321,Chemicals & Petrochemicals,Specialty Chemicals
2094,TBO Tek,544174,Leisure Services,"Tour, Travel Related Services"
2095,TCC Concept,512038,Commercial Services & Supplies,Trading & Distributors
2096,TCI Express,540212,Transport Services,Logistics Solution Provider
2097,TCPL Packaging,523301,Industrial Products,Packaging
2098,TCS,532540,IT - Software,Computers - Software & Consulting
2099,TD Power Systems,533553,Electrical Equipment,Heavy Electrical Equipment
2100,Team Lease Serv.,539658,Commercial Services & Supplies,Diversified Commercial Services
2101,Tech Mahindra,532755,IT - Software,Computers - Software & Consulting
2102,TechD Cybersec.,,IT - Services,IT Enabled Services
2103,Techera Enginee.,,Aerospace & Defense,Aerospace & Defense
2104,Techno Elec.Engg,542141,Construction,Civil Construction
2105,Technocraf.Inds.,532804,Industrial Products,Iron & Steel Products
2106,Technvision Ven.,501421,IT - Software,Software Products
2107,Tega Inds.,543413,Industrial Manufacturing,Industrial Products
2108,Tejas Cargo,,Transport Services,Logistics Solution Provider
2109,Tejas Networks,540595,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
2110,Tembo Global,,Industrial Products,Iron & Steel Products
2111,Tenneco Clean,544612,Auto Components,Auto Components & Equipments
2112,Tera Software,533982,IT - Services,IT Enabled Services
2113,Texmaco Infrast.,505400,Commercial Services & Supplies,Diversified Commercial Services
2114,Texmaco Rail,533326,Industrial Manufacturing,Industrial Products
2115,TGV Sraac,507753,Chemicals & Petrochemicals,Commodity Chemicals
2116,Thangamayil Jew.,533158,Consumer Durables,"Gems, Jewellery And Watches"
2117,The Anup Enginee,542460,Industrial Manufacturing,Industrial Products
2118,The Bombay Burmah,501425,Food Products,Packaged Foods
2119,The Byke Hospi.,531373,Leisure Services,Hotels & Resorts
2120,The Hi-Tech Gear,522073,Auto Components,Auto Components & Equipments
2121,The Invest.Trust,530023,Finance,Other Financial Services
2122,The Ramco Cement,500260,Cement & Cement Products,Cement & Cement Products
2123,Thejo Engg.,,Industrial Manufacturing,Industrial Products
2124,Themis Medicare,530199,Pharmaceuticals & Biotechnology,Pharmaceuticals
2125,Thermax,500411,Electrical Equipment,Heavy Electrical Equipment
2126,Thirumalai Chem.,500412,Chemicals & Petrochemicals,Commodity Chemicals
2127,Thomas Cook (I),500413,Leisure Services,"Tour, Travel Related Services"
2128,Thomas Scott,533941,Textiles & Apparels,Garments & Apparels
2129,Thyrocare Tech.,539871,Healthcare Services,Healthcare Service Provider
2130,Tierra Agrotech,543531,Agricultural Food & other Products,Other Agricultural Products
2131,Tiger Logistics,536264,Transport Services,Logistics Solution Provider
2132,TIL,505196,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
2133,Tilaknagar Inds.,507205,Beverages,Breweries & Distilleries
2134,Time Technoplast,532856,Industrial Products,Plastic Products - Industrial
2135,Timex Group,500414,Consumer Durables,"Gems, Jewellery And Watches"
2136,Timken India,522113,Industrial Products,Abrasives & Bearings
2137,Tinna Rubber,530475,Industrial Products,Rubber
2138,Tips Music,532375,Entertainment,Media & Entertainment
2139,Tirupati Forge,,Industrial Products,Castings & Forgings
2140,Titagarh Rail,532966,Industrial Manufacturing,Railway Wagons
2141,Titan Biotech,524717,Chemicals & Petrochemicals,Specialty Chemicals
2142,Titan Company,500114,Consumer Durables,"Gems, Jewellery And Watches"
2143,Tolins Tyres,544254,Auto Components,Tyres & Rubber Products
2144,Torrent Pharma.,500420,Pharmaceuticals & Biotechnology,Pharmaceuticals
2145,Torrent Power,532779,Power,Integrated Power Utilities
2146,Tour. Fin. Corp.,526650,Finance,Financial Institution
2147,TPL Plastech,526582,Industrial Products,Packaging
2148,Tracxn Technolo.,543638,Commercial Services & Supplies,Data Processing Services
2149,TransIndia Real,543955,Transport Services,Logistics Solution Provider
2150,Transpek Inds.,506687,Chemicals & Petrochemicals,Commodity Chemicals
2151,Transport Corp.,532349,Transport Services,Logistics Solution Provider
2152,Transrail Light,544317,Electrical Equipment,Heavy Electrical Equipment
2153,Transteel Seatin,,Consumer Durables,"Furniture, Home Furnishing"
2154,Transworld Shipp,520151,Transport Services,Shipping
2155,Travel Food,544443,Leisure Services,Restaurants
2156,Trejhara Solutio,542233,IT - Software,Computers - Software & Consulting
2157,Trent,500251,Retailing,Speciality Retail
2158,TRF,505854,Industrial Manufacturing,Industrial Products
2159,Trident,521064,Textiles & Apparels,Other Textile Products
2160,Trident Lifeline,543616,Pharmaceuticals & Biotechnology,Pharmaceuticals
2161,Trident Techlabs,,IT - Software,Computers - Software & Consulting
2162,Triton Valves,505978,Auto Components,Auto Components & Equipments
2163,Triven.Engg.Ind.,532356,Agricultural Food & other Products,Sugar
2164,Triveni Turbine,533655,Electrical Equipment,Heavy Electrical Equipment
2165,TruAlt Bioenergy,544545,Agricultural Food & other Products,Other Agricultural Products
2166,True Colors,544531,Industrial Manufacturing,Industrial Products
2167,Tsf Investments,,Finance,Investment Company
2168,TTK Healthcare,507747,Diversified,Diversified
2169,TTK Prestige,517506,Consumer Durables,Household Appliances
2170,Tube Investments,540762,Auto Components,Auto Components & Equipments
2171,Tuticorin Alkali,506808,Chemicals & Petrochemicals,Commodity Chemicals
2172,TVS Elec.,532513,IT - Hardware,Computers Hardware & Equipments
2173,TVS Holdings,520056,Finance,Investment Company
2174,TVS Infra. Trust,,Commercial Services & Supplies,Diversified Commercial Services
2175,TVS Motor Co.,532343,Automobiles,2/3 Wheelers
2176,TVS Srichakra,509243,Auto Components,Tyres & Rubber Products
2177,TVS Supply,543965,Transport Services,Logistics Solution Provider
2178,Twamev Constr.,532738,Construction,Civil Construction
2179,U P Hotels,509960,Leisure Services,Hotels & Resorts
2180,U. Y. Fincorp,530579,Finance,Non Banking Financial Company (NBFC)
2181,UCO Bank,532505,Banks,Public Sector Bank
2182,Uday Jewellery,539518,Consumer Durables,"Gems, Jewellery And Watches"
2183,Uflex,500148,Industrial Products,Packaging
2184,UFO Moviez,539141,Entertainment,"Film Production, Distribution & Exhibition"
2185,Ugar Sugar Works,530363,Agricultural Food & other Products,Sugar
2186,Ugro Capital,511742,Finance,Non Banking Financial Company (NBFC)
2187,Ujaas Energy,533644,Power,Power Generation
2188,Ujjivan Small,542904,Banks,Other Bank
2189,Ultramarine Pig.,506685,Chemicals & Petrochemicals,Dyes And Pigments
2190,UltraTech Cem.,532538,Cement & Cement Products,Cement & Cement Products
2191,Uni Abex Alloy,504605,Industrial Products,Iron & Steel Products
2192,Unichem Labs.,506690,Pharmaceuticals & Biotechnology,Pharmaceuticals
2193,Unicommerce,544227,IT - Software,Software Products
2194,Unified Data,544406,IT - Services,IT Enabled Services
2195,Unifinz Capital,541358,Finance,Non Banking Financial Company (NBFC)
2196,Unihealth Hosp,,Healthcare Services,Hospital
2197,Unimech Aero.,544322,Aerospace & Defense,Aerospace & Defense
2198,Union Bank (I),532477,Banks,Public Sector Bank
2199,Uniparts India,543689,Auto Components,Auto Components & Equipments
2200,Uniphos Enter.,500429,Chemicals & Petrochemicals,Trading - Chemicals
2201,Unitech,507878,Realty,"Residential, Commercial Projects"
2202,United Breweries,532478,Beverages,Breweries & Distilleries
2203,United Drilling,522014,Industrial Manufacturing,Industrial Products
2204,United Foodbrands,543283,Leisure Services,Restaurants
2205,United Polyfab,,Textiles & Apparels,Other Textile Products
2206,United Spirits,532432,Beverages,Breweries & Distilleries
2207,United Van Der,522091,Electrical Equipment,Heavy Electrical Equipment
2208,Universal Cables,504212,Industrial Products,Cables - Electricals
2209,Uno Minda,532539,Auto Components,Auto Components & Equipments
2210,Updater Services,543996,Commercial Services & Supplies,Diversified Commercial Services
2211,UPL,512070,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
2212,Urban Company,544515,Retailing,E-Retail/ E-Commerce
2213,Urja Global,526987,Electrical Equipment,Other Electrical Equipment
2214,Usha Martin,517146,Industrial Products,Iron & Steel Products
2215,UTI AMC,543238,Capital Markets,Asset Management Company
2216,Utkarsh Small F.,543942,Banks,Other Bank
2217,Utssav CZ Gold,,Consumer Durables,"Gems, Jewellery And Watches"
2218,Uttam Sug.Mills,532729,Agricultural Food & other Products,Sugar
2219,UVS Hospitality,531652,Finance,Non Banking Financial Company (NBFC)
2220,V I P Inds.,507880,Consumer Durables,Plastic Products - Consumer
2221,V-Guard Industri,532953,Consumer Durables,Household Appliances
2222,V-Marc India,,Industrial Products,Cables - Electricals
2223,V-Mart Retail,534976,Retailing,Diversified Retail
2224,V2 Retail,532867,Retailing,Speciality Retail
2225,Va Tech Wabag,533269,Other Utilities,Water Supply & Management
2226,Vaarad Ventures,532320,Finance,Non Banking Financial Company (NBFC)
2227,Vadilal Enterp.,519152,Food Products,Dairy Products
2228,Vadilal Inds.,519156,Food Products,Dairy Products
2229,Vaibhav Global,532156,Consumer Durables,"Gems, Jewellery And Watches"
2230,Vaidya Sane,,Healthcare Equipment & Supplies,Medical Equipment & Supplies
2231,Vakrangee,511431,IT - Services,IT Enabled Services
2232,Valiant Commun.,526775,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
2233,Valiant Laborato,543998,Pharmaceuticals & Biotechnology,Pharmaceuticals
2234,Valiant Organics,540145,Chemicals & Petrochemicals,Specialty Chemicals
2235,Valor Estate,533160,Leisure Services,Hotels & Resorts
2236,Vardhman Acrylic,,Textiles & Apparels,Other Textile Products
2237,Vardhman Hold.,500439,Finance,Investment Company
2238,Vardhman Polytex,514175,Textiles & Apparels,Other Textile Products
2239,Vardhman Special,534392,Industrial Products,Iron & Steel Products
2240,Vardhman Textile,502986,Textiles & Apparels,Other Textile Products
2241,Varroc Engineer,541578,Auto Components,Auto Components & Equipments
2242,Varun Beverages,540180,Beverages,Other Beverages
2243,Varvee Global,514274,Textiles & Apparels,Other Textile Products
2244,Vasa Denticity,,Healthcare Equipment & Supplies,Medical Equipment & Supplies
2245,Vascon Engineers,533156,Realty,"Residential, Commercial Projects"
2246,Vashu Bhagnani,532011,Entertainment,"Film Production, Distribution & Exhibition"
2247,Vedant Fashions,543463,Retailing,Speciality Retail
2248,Vedanta,500295,Diversified Metals,Diversified Metals
2249,Veedol Corporat,590005,Petroleum Products,Lubricants
2250,Veefin Solutions,543931,IT - Services,IT Enabled Services
2251,Vega Jewellers,512026,Commercial Services & Supplies,Trading & Distributors
2252,Veljan Denison,505232,Auto Components,Auto Components & Equipments
2253,Venky's (India),523261,Food Products,Meat Products including Poultry
2254,Ventive Hospital,544321,Leisure Services,Hotels & Resorts
2255,Venus Pipes,543528,Industrial Products,Iron & Steel Products
2256,Venus Remedies,526953,Pharmaceuticals & Biotechnology,Pharmaceuticals
2257,Veranda Learning,543514,Other Consumer Services,E-Learning
2258,Veritas (India),512229,Commercial Services & Supplies,Trading & Distributors
2259,Vertis Infra.,,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity"
2260,Vertoz,,Media,Advertising & Media Agencies
2261,Vesuvius India,520113,Industrial Products,Electrodes & Refractories
2262,Viceroy Hotels,523796,Leisure Services,Hotels & Resorts
2263,Vidhi Specialty,531717,Chemicals & Petrochemicals,Specialty Chemicals
2264,Vidya Wires,544633,Industrial Products,"Aluminium, Copper & Zinc Products"
2265,Vijaya Diagnost.,543350,Healthcare Services,Healthcare Service Provider
2266,Vikas Ecotech,530961,Chemicals & Petrochemicals,Specialty Chemicals
2267,Vikas Lifecare,542655,Commercial Services & Supplies,Trading & Distributors
2268,Vikram Solar,544488,Electrical Equipment,Other Electrical Equipment
2269,Vikram Thermo,530477,Chemicals & Petrochemicals,Commodity Chemicals
2270,Vikran Engg.,544496,Construction,Civil Construction
2271,Vilas Transcore,,Industrial Products,Other Industrial Products
2272,Vimta Labs,524394,Healthcare Services,"Healthcare Research, Analytics & Technology"
2273,Vinati Organics,524200,Chemicals & Petrochemicals,Specialty Chemicals
2274,Vindhya Telelink,517015,Telecom - Services,Telecom - Infrastructure
2275,Vinsys IT Serv.,,Other Consumer Services,Education
2276,Vintage Coffee,538920,Commercial Services & Supplies,Trading & Distributors
2277,Vinyas Innovativ,,Industrial Manufacturing,Industrial Products
2278,Vinyl Chemicals,524129,Chemicals & Petrochemicals,Trading - Chemicals
2279,Vipul Organics,530627,Chemicals & Petrochemicals,Specialty Chemicals
2280,Virat Industries,530521,Textiles & Apparels,Garments & Apparels
2281,Virtual Galaxy,,IT - Software,Software Products
2282,Virtuoso Optoel.,543597,Consumer Durables,Diversified consumer products
2283,Visa Steel,532721,Ferrous Metals,Ferro & Silica Manganese
2284,Visaka Industrie,509055,Cement & Cement Products,Cement & Cement Products
2285,Visaman Global,,Industrial Products,Iron & Steel Products
2286,Vishal Fabrics,538598,Textiles & Apparels,Garments & Apparels
2287,Vishal Mega Mart,544307,Retailing,Diversified Retail
2288,Vishnu Chemicals,516072,Chemicals & Petrochemicals,Specialty Chemicals
2289,Vishnu Prakash R,543974,Construction,Civil Construction
2290,Vishnusurya Pro.,,Other Construction Materials,Other Construction Materials
2291,Vision Infra,,Commercial Services & Supplies,Diversified Commercial Services
2292,Viviana Power,,Construction,Civil Construction
2293,Viyash Scientific,512529,Pharmaceuticals & Biotechnology,Pharmaceuticals
2294,VLS Finance,511333,Finance,Investment Company
2295,VMS TMT,544521,Industrial Products,Iron & Steel Products
2296,Vodafone Idea,532822,Telecom - Services,Telecom - Cellular & Fixed line services
2297,Voith Paper,522122,Textiles & Apparels,Other Textile Products
2298,Voler Car,,Transport Services,Road Transport
2299,Volt.Transform.,532757,Electrical Equipment,Heavy Electrical Equipment
2300,Voltas,500575,Consumer Durables,Household Appliances
2301,Vraj Iron,544204,Ferrous Metals,Sponge Iron
2302,VRL Logistics,539118,Transport Services,Logistics Solution Provider
2303,VST Industries,509966,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products
2304,VST Till. Tract.,531266,"Agricultural, Commercial & Construction Vehicles",Tractors
2305,VTM,532893,Textiles & Apparels,Other Textile Products
2306,VVIP Infratech,544219,Other Utilities,Waste Management
2307,W S Inds.,504220,Construction,Civil Construction
2308,Waaree Energies,544277,Electrical Equipment,Other Electrical Equipment
2309,Waaree Renewab.,534618,Electrical Equipment,Other Electrical Equipment
2310,Wakefit Innovati,544642,Consumer Durables,"Furniture, Home Furnishing"
2311,Walchan. Inds.,507410,Industrial Manufacturing,Industrial Products
2312,Wanbury,524212,Pharmaceuticals & Biotechnology,Pharmaceuticals
2313,Wealth First Por,544536,Finance,Other Financial Services
2314,Websol Energy,517498,Electrical Equipment,Other Electrical Equipment
2315,Welspun Corp,532144,Industrial Products,Iron & Steel Products
2316,Welspun Enterp,532553,Construction,Civil Construction
2317,Welspun Investme,533252,Finance,Investment Company
2318,Welspun Living,514162,Textiles & Apparels,Other Textile Products
2319,Welspun Special.,500365,Industrial Products,Iron & Steel Products
2320,Wendt India,505412,Industrial Products,Abrasives & Bearings
2321,West Coast Paper,500444,"Paper, Forest & Jute Products",Paper & Paper Products
2322,Western Carriers,544258,Transport Services,Logistics Solution Provider
2323,Westlife Food,505533,Leisure Services,Restaurants
2324,Wework India,544570,Commercial Services & Supplies,Diversified Commercial Services
2325,Wheels India,590073,Auto Components,Auto Components & Equipments
2326,Whirlpool India,500238,Consumer Durables,Household Appliances
2327,Wim Plast,526586,Consumer Durables,Plastic Products - Consumer
2328,Windlas Biotech,543329,Pharmaceuticals & Biotechnology,Pharmaceuticals
2329,Windsor Machines,522029,Industrial Manufacturing,Industrial Products
2330,Wipro,507685,IT - Software,Computers - Software & Consulting
2331,Wise Travel,,Transport Services,Road Transport
2332,Wockhardt,532300,Pharmaceuticals & Biotechnology,Pharmaceuticals
2333,Wonder Electric.,543449,Consumer Durables,Household Appliances
2334,Wonderla Holiday,538268,Leisure Services,Amusement Parks/ Other Recreation
2335,Workmates Core2,544610,IT - Software,Computers - Software & Consulting
2336,WPIL,505872,Industrial Manufacturing,Industrial Products
2337,Xchanging Sol.,532616,IT - Software,Computers - Software & Consulting
2338,XPRO India,590013,Industrial Products,Packaging
2339,XT Global Infot.,531225,IT - Software,Computers - Software & Consulting
2340,Yamuna Syndicate,540980,Commercial Services & Supplies,Trading & Distributors
2341,Yash Highvoltage,544310,Electrical Equipment,Other Electrical Equipment
2342,Yash Optics,,Consumer Durables,Diversified consumer products
2343,Yasho Industries,541167,Chemicals & Petrochemicals,Specialty Chemicals
2344,Yatharth Hospit.,543950,Healthcare Services,Hospital
2345,Yatra Online,543992,Leisure Services,"Tour, Travel Related Services"
2346,Yes Bank,532648,Banks,Private Sector Bank
2347,Yogi Ltd,511702,Finance,Non Banking Financial Company (NBFC)
2348,Yuken India,522108,Industrial Products,"Compressors, Pumps & Diesel Engines"
2349,Z F Steering,505163,Auto Components,Auto Components & Equipments
2350,Z-Tech (India),,Other Utilities,Waste Management
2351,Zaggle Prepaid,543985,IT - Services,IT Enabled Services
2352,Zee Entertainmen,505537,Entertainment,TV Broadcasting & Software Production
2353,Zee Media,532794,Entertainment,TV Broadcasting & Software Production
2354,Zelio E-Mobility,544563,Automobiles,2/3 Wheelers
2355,Zen Technologies,533339,Aerospace & Defense,Aerospace & Defense
2356,Zenotech Lab.,532039,Pharmaceuticals & Biotechnology,Pharmaceuticals
2357,Zensar Tech.,504067,IT - Software,Computers - Software & Consulting
2358,ZF Commercial,533023,Auto Components,Auto Components & Equipments
2359,Zim Laboratories,541400,Pharmaceuticals & Biotechnology,Pharmaceuticals
2360,Zodiac Energy,543416,Construction,Civil Construction
2361,Zota Health Care,,Pharmaceuticals & Biotechnology,Pharmaceuticals
2362,Zuari Agro Chem.,534742,Fertilizers & Agrochemicals,Fertilizers
2363,Zuari Industries,500780,Agricultural Food & other Products,Sugar
2364,Zydus Lifesci.,532321,Pharmaceuticals & Biotechnology,Pharmaceuticals
2365,Zydus Wellness,531335,Food Products,Packaged Foods
