,company_name,bse_code,Industry,Sector
1097,Kaka Industries,543939,Industrial Products,Plastic Products - Industrial
1098,Kalpat.,544423,Realty,"Residential, Commercial Projects"
1099,Kalpataru Proj.,522287,Construction,Civil Construction
1100,Kalyan Jewellers,543278,Consumer Durables,"Gems, Jewellery And Watches"
1101,Kalyani Cast-Tec,544023,Industrial Manufacturing,Industrial Products
1102,Kalyani Invest.,533302,Finance,Investment Company
1103,Kalyani Steels,500235,Industrial Products,Iron & Steel Products
1104,Kama Holdings,532468,Finance,Holding Company
1105,Kamat Hotels,526668,Leisure Services,Hotels & Resorts
1106,Kamdhenu,532741,Industrial Products,Iron & Steel Products
1107,Kanoria Chem.,506525,Industrial Manufacturing,Industrial Products
1108,Kanpur Plastipa.,507779,Industrial Products,Packaging
1109,Kansai Nerolac,500165,Consumer Durables,Paints
1110,Kapston Services,,Commercial Services & Supplies,Diversified Commercial Services
1111,Karnataka Bank,532652,Banks,Private Sector Bank
1112,Karnika Industri,,Textiles & Apparels,Garments & Apparels
1113,Karur Vysya Bank,590003,Banks,Private Sector Bank
1114,Kaveri Seed Co.,532899,Agricultural Food & other Products,Other Agricultural Products
1115,Kaya Ltd,539276,Leisure Services,Wellness
1116,Kaynes Tech,543664,Industrial Manufacturing,Industrial Products
1117,KCP Sugar &Inds.,533192,Agricultural Food & other Products,Sugar
1118,KDDL Ltd,532054,Consumer Durables,"Gems, Jewellery And Watches"
1119,KEC International,532714,Construction,Civil Construction
1120,KEI Industries,517569,Industrial Products,Cables - Electricals
1121,Kellton Tech,519602,IT - Services,IT Enabled Services
1122,Keltech Energies,506528,Chemicals & Petrochemicals,Explosives
1123,Kennametal India,505890,Industrial Manufacturing,Industrial Products
1124,Kerala Ayurveda,530163,Pharmaceuticals & Biotechnology,Pharmaceuticals
1125,Kernex Microsys.,532686,Transport Services,Transport Related Services
1126,Kesar India,543542,Realty,"Residential, Commercial Projects"
1127,Kesoram Inds.,502937,Cement & Cement Products,Cement & Cement Products
1128,Kewal Kir.Cloth.,532732,Textiles & Apparels,Garments & Apparels
1129,Keystone Realtor,543669,Realty,"Residential, Commercial Projects"
1130,KFin Technolog.,543720,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries"
1131,Khadim India,540775,Consumer Durables,Footwear
1132,Khaitan Chemical,507794,Fertilizers & Agrochemicals,Fertilizers
1133,Khazanchi Jewell,543953,Consumer Durables,"Gems, Jewellery And Watches"
1134,Kilburn Engg.,522101,Industrial Manufacturing,Industrial Products
1135,Kilitch Drugs,524500,Pharmaceuticals & Biotechnology,Pharmaceuticals
1136,Kinetic Engg.,500240,Auto Components,Auto Components & Equipments
1137,Kingfa Science,524019,Industrial Products,Plastic Products - Industrial
1138,Kings Infra,530215,Food Products,Seafood
1139,KIOCL,540680,Ferrous Metals,Sponge Iron
1140,Kiran Vyapar,537750,Finance,Non Banking Financial Company (NBFC)
1141,Kiri Industries,532967,Chemicals & Petrochemicals,Dyes And Pigments
1142,Kirl. Brothers,500241,Industrial Products,"Compressors, Pumps & Diesel Engines"
1143,Kirl. Electric,533193,Electrical Equipment,Other Electrical Equipment
1144,Kirl. Ferrous,500245,Ferrous Metals,Pig Iron
1145,Kirl.Pneumatic,505283,Industrial Products,"Compressors, Pumps & Diesel Engines"
1146,Kirloskar Indus.,500243,Industrial Products,Other Industrial Products
1147,Kirloskar Oil,533293,Industrial Products,"Compressors, Pumps & Diesel Engines"
1148,Kisan Mouldings,530145,Industrial Products,Plastic Products - Industrial
1149,Kitex Garments,521248,Textiles & Apparels,Garments & Apparels
1150,KMC Speciality,524520,Healthcare Services,Hospital
1151,KN Agri Resource,,Agricultural Food & other Products,Edible Oil
1152,Knowledge Marine,543273,Engineering Services,Dredging
1153,Knowledge Realty,544481,Realty,Real Estate Investment Trusts (REITs)
1154,KNR Construct.,532942,Construction,Civil Construction
1155,Kody Technolab,,IT - Software,Computers - Software & Consulting
1156,Kokuyo Camlin,523207,Household Products,Stationary
1157,Kolte Patil Dev.,532924,Realty,"Residential, Commercial Projects"
1158,Kopran,524280,Pharmaceuticals & Biotechnology,Pharmaceuticals
1159,Kotak Mah. Bank,500247,Banks,Private Sector Bank
1160,Kothari Indl,509732,Fertilizers & Agrochemicals,Fertilizers
1161,Kothari Petroche,,Chemicals & Petrochemicals,Petrochemicals
1162,Kothari Products,530299,Commercial Services & Supplies,Trading & Distributors
1163,Kovai Medical,523323,Healthcare Services,Hospital
1164,KP Green Engg.,544150,Electrical Equipment,Heavy Electrical Equipment
1165,KPI Green Energy,542323,Power,Power Generation
1166,KPIT Technologi.,542651,IT - Software,Computers - Software & Consulting
1167,KRBL,530813,Agricultural Food & other Products,Other Agricultural Products
1168,Krishana Phosch.,,Fertilizers & Agrochemicals,Fertilizers
1169,Krishca Strapp.,,Industrial Products,Iron & Steel Products
1170,Krishival Foods,544416,Food Products,Other Food Products
1171,Krishna Defence,,Aerospace & Defense,Aerospace & Defense
1172,Krishna Institu.,543308,Healthcare Services,Hospital
1173,Kriti Industries,526423,Industrial Products,Plastic Products - Industrial
1174,Kriti Nutrients,533210,Agricultural Food & other Products,Edible Oil
1175,KRM Ayurveda,,Pharmaceuticals & Biotechnology,Pharmaceuticals
1176,KRN Heat Exchan,544263,Industrial Products,Other Industrial Products
1177,Kronox Lab,544187,Chemicals & Petrochemicals,Specialty Chemicals
1178,Kross Ltd,544253,Auto Components,Auto Components & Equipments
1179,Krsnaa Diagnost.,543328,Healthcare Services,Healthcare Service Provider
1180,Krystal Integrat,544149,Commercial Services & Supplies,Diversified Commercial Services
1181,KSB,500249,Industrial Products,"Compressors, Pumps & Diesel Engines"
1182,KSE,519421,Food Products,Animal Feed
1183,KSH Internationa,544664,Industrial Products,Cables - Electricals
1184,Ksolves India,543599,IT - Software,Computers - Software & Consulting
1185,Kuantum Papers,532937,"Paper, Forest & Jute Products",Paper & Paper Products
1186,Kwality Pharma,539997,Pharmaceuticals & Biotechnology,Pharmaceuticals
1187,L G Balakrishnan,500250,Auto Components,Auto Components & Equipments
1188,L T Foods,532783,Agricultural Food & other Products,Other Agricultural Products
1189,L. T. Elevator,544518,Industrial Manufacturing,Industrial Products
1190,L&T Finance Ltd,533519,Finance,Non Banking Financial Company (NBFC)
1191,L&T Technology,540115,IT - Services,IT Enabled Services
1192,La Opala RG,526947,Consumer Durables,Glass - Consumer
1193,Lakshmi Mills,502958,Textiles & Apparels,Other Textile Products
1194,Lancer Containe.,539841,Transport Services,Logistics Solution Provider
1195,Landmark Cars,543714,Automobiles,Auto Dealer
1196,Larsen & Toubro,500510,Construction,Civil Construction
1197,Latent View,543398,IT - Software,Computers - Software & Consulting
1198,Laurus Labs,540222,Pharmaceuticals & Biotechnology,Pharmaceuticals
1199,Laxmi Dental,544339,Healthcare Equipment & Supplies,Medical Equipment & Supplies
1200,Laxmi Goldorna,,Consumer Durables,"Gems, Jewellery And Watches"
1201,Laxmi India Fin.,544465,Finance,Non Banking Financial Company (NBFC)
1202,Laxmi Organic,543277,Chemicals & Petrochemicals,Specialty Chemicals
1203,Le Merite Export,,Textiles & Apparels,Other Textile Products
1204,Le Travenues,544192,Leisure Services,"Tour, Travel Related Services"
1205,Leela Palaces Hotels,544408,Leisure Services,Hotels & Resorts
1206,Lehar Footwears,532829,Consumer Durables,Footwear
1207,Lemon Tree Hotel,541233,Leisure Services,Hotels & Resorts
1208,Lenskart Solut.,544600,Retailing,Speciality Retail
1209,LG Electronics,544576,Consumer Durables,Household Appliances
1210,Liberty Shoes,526596,Consumer Durables,Footwear
1211,LIC Housing Fin.,500253,Finance,Housing Finance Company
1212,Life Insurance,543526,Insurance,Life Insurance
1213,Likhami Consult.,539927,Commercial Services & Supplies,Consulting Services
1214,Likhitha Infra.,543240,Construction,Civil Construction
1215,Linc,531241,Household Products,Stationary
1216,Lincoln Pharma.,531633,Pharmaceuticals & Biotechnology,Pharmaceuticals
1217,Linde India,523457,Chemicals & Petrochemicals,Industrial Gases
1218,LKP Finance,507912,Finance,Other Financial Services
1219,Lloyds Engineeri,539992,Industrial Manufacturing,Industrial Products
1220,Lloyds Enterpris,512463,Metals & Minerals Trading,Trading - Metals
1221,Lloyds Metals,512455,Minerals & Mining,Industrial Minerals
1222,LMW,500252,Industrial Manufacturing,Industrial Products
1223,Lodha Developers,543287,Realty,"Residential, Commercial Projects"
1224,Logica Infoway,543746,Retailing,Speciality Retail
1225,Lokesh Mach.,532740,Industrial Manufacturing,Industrial Products
1226,Lords Chloro,500284,Chemicals & Petrochemicals,Commodity Chemicals
1227,Lotus Chocolate,523475,Food Products,Packaged Foods
1228,Lotus Eye Hospit,532998,Healthcare Services,Hospital
1229,LTIMindtree,540005,IT - Software,Computers - Software & Consulting
1230,Ludlow Jute,526179,"Paper, Forest & Jute Products",Jute & Jute Products
1231,Lumax Auto Tech.,532796,Auto Components,Auto Components & Equipments
1232,Lumax Industries,517206,Auto Components,Auto Components & Equipments
1233,Lupin,500257,Pharmaceuticals & Biotechnology,Pharmaceuticals
1234,Lux Industries,539542,Textiles & Apparels,Garments & Apparels
1235,M & B Engineer.,544470,Construction,Civil Construction
1236,M & M,500520,Automobiles,Passenger Cars & Utility Vehicles
1237,M & M Fin. Serv.,532720,Finance,Non Banking Financial Company (NBFC)
1238,M B Agro Prod.,,Fertilizers & Agrochemicals,Fertilizers
1239,M M Forgings,522241,Auto Components,Auto Components & Equipments
1240,M R P L,500109,Petroleum Products,Refineries & Marketing
1241,M T N L,500108,Telecom - Services,Telecom - Cellular & Fixed line services
1242,M.V.K. Agro,,Agricultural Food & other Products,Sugar
1243,Maan Aluminium,532906,Non - Ferrous Metals,Aluminium
1244,Mac Charles(I),507836,Leisure Services,Hotels & Resorts
1245,Macfos,543787,Retailing,E-Retail/ E-Commerce
1246,Macpower CNC,,Industrial Manufacturing,Industrial Products
1247,Madhav Infra,539894,Construction,Civil Construction
1248,Madhuveer Com,531910,Entertainment,"Film Production, Distribution & Exhibition"
1249,Madras Fertilize,590134,Fertilizers & Agrochemicals,Fertilizers
1250,Maestros Medi.,501209,,
1251,Mafatlal Inds.,500264,Textiles & Apparels,Other Textile Products
1252,Magadh Sugar,540650,Agricultural Food & other Products,Sugar
1253,Magellanic Cloud,538891,IT - Software,Computers - Software & Consulting
1254,Magna Electrocas,517449,Industrial Products,Castings & Forgings
1255,Mah. Scooters,500266,Finance,Investment Company
1256,Mah. Seamless,500265,Industrial Products,Iron & Steel Products
1257,Mahamaya Lifesc.,544611,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
1258,Mahamaya Steel,513554,Industrial Products,Iron & Steel Products
1259,Mahanagar Gas,539957,Gas,LPG/CNG/PNG/LNG Supplier
1260,Mahindra EPC,523754,Industrial Manufacturing,Industrial Products
1261,Mahindra Holiday,533088,Leisure Services,Hotels & Resorts
1262,Mahindra Life.,532313,Realty,"Residential, Commercial Projects"
1263,Mahindra Logis.,540768,Transport Services,Logistics Solution Provider
1264,Maithan Alloys,590078,Ferrous Metals,Ferro & Silica Manganese
1265,Majestic Auto,500267,Commercial Services & Supplies,Diversified Commercial Services
1266,Mallcom (India),539400,Industrial Products,Other Industrial Products
1267,Mamata Machinery,544318,Industrial Manufacturing,Industrial Products
1268,Man Industries,513269,Industrial Products,Iron & Steel Products
1269,Man Infra,533169,Construction,Civil Construction
1270,Manaksia,532932,Industrial Products,Iron & Steel Products
1271,Manaksia Coated,539046,Industrial Products,Iron & Steel Products
1272,Manaksia Steels,539044,Ferrous Metals,Iron & Steel
1273,Manali Petrochem,500268,Chemicals & Petrochemicals,Petrochemicals
1274,Manappuram Fin.,531213,Finance,Non Banking Financial Company (NBFC)
1275,Manba Finance,544262,Finance,Non Banking Financial Company (NBFC)
1276,Manbro Indust.,512595,Consumer Durables,"Gems, Jewellery And Watches"
1277,Mangal Credit,505850,Finance,Non Banking Financial Company (NBFC)
1278,Mangal Electrica,544492,Electrical Equipment,Other Electrical Equipment
1279,Mangalam Cement,502157,Cement & Cement Products,Cement & Cement Products
1280,Mangalam Global,544273,Agricultural Food & other Products,Other Agricultural Products
1281,Mangalam Organic,514418,Chemicals & Petrochemicals,Commodity Chemicals
1282,Mangalam World.,,Metals & Minerals Trading,Trading - Metals
1283,Mankind Pharma,543904,Pharmaceuticals & Biotechnology,Pharmaceuticals
1284,Manoj Vaibhav,543995,Consumer Durables,"Gems, Jewellery And Watches"
1285,Manomay Tex Indi,540396,Textiles & Apparels,Other Textile Products
1286,Manorama Indust.,541974,Food Products,Other Food Products
1287,Marathon Nextgen,503101,Realty,"Residential, Commercial Projects"
1288,Marble City,531281,Other Construction Materials,Other Construction Materials
1289,Marico,531642,Agricultural Food & other Products,Edible Oil
1290,Marine Electric.,,Industrial Manufacturing,Industrial Products
1291,Markolines Pavem,543364,Construction,Civil Construction
1292,Marksans Pharma,524404,Pharmaceuticals & Biotechnology,Pharmaceuticals
1293,Marsons,517467,Electrical Equipment,Other Electrical Equipment
1294,Maruti Interior,543464,Consumer Durables,Houseware
1295,Maruti Suzuki,532500,Automobiles,Passenger Cars & Utility Vehicles
1296,MAS FINANC SER,540749,Finance,Non Banking Financial Company (NBFC)
1297,Mason Infratech,,Realty,"Residential, Commercial Projects"
1298,Mastek,523704,IT - Software,Computers - Software & Consulting
1299,Master Trust,511768,Capital Markets,Stockbroking & Allied
1300,Matrimony.com,540704,Retailing,Internet & Catalogue Retail
1301,Mawana Sugars,523371,Agricultural Food & other Products,Sugar
1302,Max Estates,544008,Realty,"Residential, Commercial Projects"
1303,Max Financial,500271,Insurance,Life Insurance
1304,Max Healthcare,543220,Healthcare Services,Hospital
1305,Max India Ltd,543223,Finance,Holding Company
1306,Maxgrow India,521167,Consumer Durables,"Gems, Jewellery And Watches"
1307,Maxvolt Energy,,Auto Components,Auto Components & Equipments
1308,Mayur Uniquoters,522249,Consumer Durables,Leather And Leather Products
1309,Mazagon Dock,543237,Industrial Manufacturing,Ship Building & Allied Services
1310,Mazda,523792,Industrial Manufacturing,Industrial Products
1311,MBL Infrast,533152,Construction,Civil Construction
1312,Mcleod Russel,532654,Agricultural Food & other Products,Tea & Coffee
1313,Medi Assist Ser.,544088,Insurance,Insurance Distributors
1314,Media Matrix,512267,Entertainment,"Film Production, Distribution & Exhibition"
1315,Medicamen Biotec,531146,Pharmaceuticals & Biotechnology,Pharmaceuticals
1316,Medico Remedies,540937,Pharmaceuticals & Biotechnology,Pharmaceuticals
1317,Medplus Health,543427,Retailing,Pharmacy Retail
1318,Meesho,544632,Retailing,E-Retail/ E-Commerce
1319,Megasoft,532408,Telecom - Services,Other Telecom Services
1320,Megastar Foods,541352,Food Products,Other Food Products
1321,Megatherm Indu.,,Industrial Products,Other Industrial Products
1322,Meghmani Organi.,543331,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
1323,Meghna Infracon,538668,Realty,"Residential, Commercial Projects"
1324,Menon Bearings,523828,Auto Components,Auto Components & Equipments
1325,Menon Pistons,531727,Auto Components,Auto Components & Equipments
1326,Mercantile Vent.,538942,Commercial Services & Supplies,Diversified Commercial Services
1327,Mercury EV-Tech,531357,Automobiles,Passenger Cars & Utility Vehicles
1328,Metro Brands,543426,Consumer Durables,Footwear
1329,Metropolis Healt,542650,Healthcare Services,Healthcare Service Provider
1330,MIC Electronics,532850,Industrial Products,Other Industrial Products
1331,Midwest,544587,Consumer Durables,Granites & Marbles
1332,Midwest Gold,526570,Other Construction Materials,Other Construction Materials
1333,Minda Corp,538962,Auto Components,Auto Components & Equipments
1334,Mindspace Busine,543217,Realty,Real Estate Investment Trusts (REITs)
1335,Mindteck (India),517344,IT - Software,Computers - Software & Consulting
1336,Mini Diamonds(I),523373,Consumer Durables,"Gems, Jewellery And Watches"
1337,MIRC Electronics,500279,Consumer Durables,Consumer Electronics
1338,Mirza Internatio,526642,Consumer Durables,Leather And Leather Products
1339,Mishra Dhatu Nig,541195,Aerospace & Defense,Aerospace & Defense
1340,Mishtann Foods,539594,Food Products,Packaged Foods
1341,Mizzen Ventures,531537,Commercial Services & Supplies,Diversified Commercial Services
1342,MKVentures Cap.,514238,Finance,Investment Company
1343,MMP Industries,,Non - Ferrous Metals,Aluminium
1344,MMTC,513377,Commercial Services & Supplies,Trading & Distributors
1345,Mobavenue AI Tech,539682,IT - Software,Software Products
1346,Modern Insulator,515008,Electrical Equipment,Other Electrical Equipment
1347,Modi Naturals,519003,Agricultural Food & other Products,Other Agricultural Products
1348,Modi Rubber,500890,Auto Components,Tyres & Rubber Products
1349,Modi's Navnirman,543539,Realty,"Residential, Commercial Projects"
1350,Modison,506261,Electrical Equipment,Other Electrical Equipment
1351,MOIL,533286,Minerals & Mining,Industrial Minerals
1352,Mold-Tek Pack.,533080,Industrial Products,Packaging
1353,Mold-Tek Technol,526263,Construction,Civil Construction
1354,Monarch Networth,511551,Capital Markets,Stockbroking & Allied
1355,Monarch Surve.,544453,Commercial Services & Supplies,Consulting Services
1356,Moneyboxx Fin.,538446,Finance,Non Banking Financial Company (NBFC)
1357,Monika Alcobev,544451,Beverages,Breweries & Distilleries
1358,Monolithisch Ind,,Industrial Products,Electrodes & Refractories
1359,Monte Carlo Fas.,538836,Textiles & Apparels,Garments & Apparels
1360,Morepen Labs.,500288,Pharmaceuticals & Biotechnology,Pharmaceuticals
1361,Morganite Crucib,523160,Industrial Products,Electrodes & Refractories
1362,MOS Utility,,Financial Technology (Fintech),Financial Technology (Fintech)
1363,Moschip Tech.,532407,IT - Hardware,Computers Hardware & Equipments
1364,Motherson Wiring,543498,Auto Components,Auto Components & Equipments
1365,Motil.Oswal.Fin.,532892,Capital Markets,Stockbroking & Allied
1366,Motisons Jewel,544053,Consumer Durables,"Gems, Jewellery And Watches"
1367,Mphasis,526299,IT - Software,Computers - Software & Consulting
1368,MPS,532440,Other Consumer Services,E-Learning
1369,MRF,500290,Auto Components,Tyres & Rubber Products
1370,Mrs Bectors,543253,Food Products,Packaged Foods
1371,Msafe Equipments,544695,,
1372,MSP Steel & Pow.,532650,Industrial Products,Iron & Steel Products
1373,MSTC,542597,Commercial Services & Supplies,Trading & Distributors
1374,MTAR Technologie,543270,Aerospace & Defense,Aerospace & Defense
1375,Mufin Green,542774,Finance,Non Banking Financial Company (NBFC)
1376,Mukand,500460,Ferrous Metals,Iron & Steel
1377,Mukka Proteins,544135,Food Products,Animal Feed
1378,Multi Comm. Exc.,534091,Capital Markets,Exchange and Data Platform
1379,Multibase India,526169,Chemicals & Petrochemicals,Specialty Chemicals
1380,Munjal Auto Inds,520059,Auto Components,Auto Components & Equipments
1381,Munjal Showa,520043,Auto Components,Auto Components & Equipments
1382,Muthoot Cap.Serv,511766,Finance,Non Banking Financial Company (NBFC)
1383,Muthoot Finance,533398,Finance,Non Banking Financial Company (NBFC)
1384,Muthoot Microfin,544055,Finance,Microfinance Institutions
1385,N R Agarwal Inds,516082,"Paper, Forest & Jute Products",Paper & Paper Products
1386,N S D L,544467,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries"
1387,NACL Industries,524709,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
1388,Naga Dhunseri,,Finance,Non Banking Financial Company (NBFC)
1389,Nagarjuna Fert.,539917,Fertilizers & Agrochemicals,Fertilizers
1390,Nahar Capital,532952,Finance,Investment Company
1391,Nahar Indl. Ent.,519136,Textiles & Apparels,Other Textile Products
1392,Nahar Poly,523391,Industrial Products,Packaging
1393,Nahar Spinning,500296,Textiles & Apparels,Other Textile Products
1394,Nalwa Sons Invst,532256,Finance,Investment Company
1395,Namo eWaste,,Other Utilities,Waste Management
1396,Nandan Denim,532641,Textiles & Apparels,Other Textile Products
1397,Naperol Invest.,500298,Finance,Investment Company
1398,Narayana Hrudaya,539551,Healthcare Services,Hospital
1399,Natco Pharma,524816,Pharmaceuticals & Biotechnology,Pharmaceuticals
1400,Nath Bio-Genes,537291,Agricultural Food & other Products,Other Agricultural Products
1401,National High,543385,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity"
1402,National Standar,504882,Realty,"Residential, Commercial Projects"
1403,Natl. Aluminium,532234,Non - Ferrous Metals,Aluminium
1404,Natl.Fertilizer,523630,Fertilizers & Agrochemicals,Fertilizers
1405,Nava,513023,Power,Power Generation
1406,Navin Fluo.Intl.,532504,Chemicals & Petrochemicals,Specialty Chemicals
1407,Navkar Corporat.,539332,Transport Services,Logistics Solution Provider
1408,Navneet Educat.,508989,Printing & Publication,Printing & Publication
1409,Nazara Technolo.,543280,Entertainment,Digital Entertainment
1410,NBCC,534309,Construction,Civil Construction
1411,NBI Indl. Fin.,,Finance,Non Banking Financial Company (NBFC)
1412,NCC,500294,Construction,Civil Construction
1413,NCL Industries,502168,Cement & Cement Products,Cement & Cement Products
1414,NDL Ventures,500189,Finance,Other Financial Services
1415,NDR Auto Compon.,543214,Auto Components,Auto Components & Equipments
1416,NDR INVIT Trust,,Commercial Services & Supplies,Diversified Commercial Services
1417,NDTV,532529,Entertainment,TV Broadcasting & Software Production
1418,Nectar Lifesci.,532649,Pharmaceuticals & Biotechnology,Pharmaceuticals
1419,Neetu Yoshi,544434,Industrial Products,Castings & Forgings
1420,Nelcast,532864,Industrial Products,Castings & Forgings
1421,NELCO,504112,IT - Hardware,Computers Hardware & Equipments
1422,Neogen Chemicals,542665,Chemicals & Petrochemicals,Specialty Chemicals
1423,Nephrocare Health Services,544647,Healthcare Services,Healthcare Service Provider
1424,Neptune Pet.,,Chemicals & Petrochemicals,Petrochemicals
1425,NESCO,505355,Commercial Services & Supplies,Diversified Commercial Services
1426,Nestle India,500790,Food Products,Packaged Foods
1427,Netweb Technol.,543945,IT - Services,IT Enabled Services
1428,Network People,544396,IT - Services,IT Enabled Services
1429,Netwrk.18 Media,532798,Entertainment,Media & Entertainment
1430,Neuland Labs.,524558,Pharmaceuticals & Biotechnology,Pharmaceuticals
1431,New India Assura,540769,Insurance,General Insurance
1432,Newgen Software,540900,IT - Software,Computers - Software & Consulting
1433,Nexus Select,543913,Realty,Real Estate Investment Trusts (REITs)
1434,NGL Fine Chem,524774,Pharmaceuticals & Biotechnology,Pharmaceuticals
1435,NHPC Ltd,533098,Power,Power Generation
1436,NIBE,535136,Aerospace & Defense,Aerospace & Defense
1437,Nicco Parks,526721,Leisure Services,Amusement Parks/ Other Recreation
1438,Nidhi Granites,512103,Other Construction Materials,Other Construction Materials
1439,NIIT,500304,Other Consumer Services,Education
1440,NIIT Learning,543952,Other Consumer Services,Education
1441,Nikhil Adhesives,526159,Chemicals & Petrochemicals,Specialty Chemicals
1442,Nikita Greentech Recycling,,"Paper, Forest & Jute Products",Paper & Paper Products
1443,Nila Infrastruct,530377,Realty,"Residential, Commercial Projects"
1444,Nila Spaces,542231,Realty,"Residential, Commercial Projects"
1445,NILE,530129,Minerals & Mining,Industrial Minerals
1446,Nilkamal Ltd,523385,Consumer Durables,Plastic Products - Consumer
1447,Nimbus Projects,511714,Realty,"Residential, Commercial Projects"
1448,NINtec Systems,539843,IT - Software,Computers - Software & Consulting
1449,Nippon Life Ind.,540767,Capital Markets,Asset Management Company
1450,Nirlon,500307,Commercial Services & Supplies,Diversified Commercial Services
1451,Nisus Finance,544296,Finance,Holding Company
1452,Nitco,532722,Consumer Durables,Ceramics
1453,Nitin Castings,508875,Industrial Products,Castings & Forgings
1454,Nitin Spinners,532698,Textiles & Apparels,Other Textile Products
1455,Nitta Gelatin,506532,Chemicals & Petrochemicals,Specialty Chemicals
1456,Niva Bupa Health,544286,Insurance,General Insurance
1457,Niyogin Fintech,538772,Finance,Non Banking Financial Company (NBFC)
1458,NLC India,513683,Power,Power Generation
1459,NMDC,526371,Minerals & Mining,Industrial Minerals
1460,NMDC Steel,543768,Ferrous Metals,Iron & Steel
1461,NOCIL,500730,Chemicals & Petrochemicals,Specialty Chemicals
1462,Northern ARC,544260,Finance,Non Banking Financial Company (NBFC)
1463,Nova Agritech,544100,Fertilizers & Agrochemicals,Fertilizers
1464,Novartis India,500672,Pharmaceuticals & Biotechnology,Pharmaceuticals
1465,NRB Bearings,530367,Auto Components,Auto Components & Equipments
1466,NTC Industries,526723,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products
1467,NTPC,532555,Power,Power Generation
1468,NTPC Green Ene.,544289,Power,Power Generation
1469,Nucleus Soft.,531209,IT - Software,Software Products
1470,Nupur Recyclers,,Metals & Minerals Trading,Trading - Metals
1471,Nureca,543264,Healthcare Equipment & Supplies,Medical Equipment & Supplies
1472,Nutricircle,530219,Food Products,Other Food Products
1473,Nuvama Wealth,543988,Capital Markets,Stockbroking & Allied
1474,Nuvoco Vistas,543334,Cement & Cement Products,Cement & Cement Products
1475,O N G C,500312,Oil,Oil Exploration & Production
1476,Oberoi Realty,533273,Realty,"Residential, Commercial Projects"
1477,OBSC Perfection,,Auto Components,Auto Components & Equipments
1478,OCCL,544278,Chemicals & Petrochemicals,Commodity Chemicals
1479,Oil Country,500313,Oil,Oil Equipment & Services
1480,Oil India,533106,Oil,Oil Exploration & Production
1481,Ola Electric,544225,Automobiles,2/3 Wheelers
1482,Olectra Greentec,532439,Automobiles,Passenger Cars & Utility Vehicles
1483,Om Freight Forwa,544564,Transport Services,Logistics Solution Provider
1484,Om Infra,531092,Construction,Civil Construction
1485,Omansh Enterpri.,538537,Commercial Services & Supplies,Trading & Distributors
1486,Omax Autos,520021,Auto Components,Auto Components & Equipments
1487,Omaxe,532880,Realty,"Residential, Commercial Projects"
1488,One 97,543396,Financial Technology (Fintech),Financial Technology (Fintech)
1489,One Global Serv,514330,Healthcare Services,Healthcare Service Provider
1490,One Mobikwik,544305,Financial Technology (Fintech),Financial Technology (Fintech)
1491,One Point One,,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
1492,OneSource Speci.,544292,Pharmaceuticals & Biotechnology,Pharmaceuticals
1493,Onix Solar,513119,Non - Ferrous Metals,Copper
1494,OnMobile Global,532944,Media,Web based media and service
1495,Onward Technolog,517536,IT - Services,IT Enabled Services
1496,Optiemus Infra.,530135,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
1497,Oracle Fin.Serv.,532466,IT - Software,Software Products
1498,Orbit Exports,512626,Textiles & Apparels,Other Textile Products
1499,Orchid Pharma,524372,Pharmaceuticals & Biotechnology,Pharmaceuticals
1500,Oriana Power Ltd,,Electrical Equipment,Other Electrical Equipment
1501,Oricon Enterpris,513121,Industrial Products,Packaging
1502,Orient Bell,530365,Consumer Durables,Ceramics
1503,Orient Cement,535754,Cement & Cement Products,Cement & Cement Products
1504,Orient Ceratech,504879,Industrial Products,Electrodes & Refractories
1505,Orient Electric,541301,Consumer Durables,Household Appliances
1506,Orient Green,533263,Power,Power Generation
1507,Orient Paper,502420,"Paper, Forest & Jute Products",Paper & Paper Products
1508,Orient Tech.,544235,IT - Services,IT Enabled Services
1509,Oriental Aromat.,500078,Chemicals & Petrochemicals,Specialty Chemicals
1510,Oriental Hotels,500314,Leisure Services,Hotels & Resorts
1511,Oriental Rail,531859,Industrial Products,Other Industrial Products
1512,Orissa Minerals,590086,Minerals & Mining,Industrial Minerals
1513,Orkla India,544595,Food Products,Other Food Products
1514,OSEL Devices,,Healthcare Equipment & Supplies,Medical Equipment & Supplies
1515,Oswal Agro Mills,500317,Commercial Services & Supplies,Trading & Distributors
1516,Oswal Green Tech,539290,Finance,Investment Company
1517,Oswal Pumps,544418,Industrial Products,"Compressors, Pumps & Diesel Engines"
1518,Owais Metal,,Ferrous Metals,Ferro & Silica Manganese
1519,P & G Health Ltd,500126,Pharmaceuticals & Biotechnology,Pharmaceuticals
1520,P & G Hygiene,500459,Personal Products,Personal Care
1521,P I Industries,523642,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
